asset_id,local_file,evidence_type,dataset,dataset_doi,source_article_doi,source_institution,licence,subject_id,scan_id,modality,protocol,frame_id,original_frame_path,annotation_source_file,annotation_type,annotation_semantics,annotator,annotator_qualification,transformation,cropping,resizing,overlay_colours,original_or_derived,redistribution_permitted,paper_use_permitted,attribution_text,selection_reason,notes
URS36_H2_f0022::overlay,visuals/ultrasound/real_human_lumbar/expert_overlays/URS36_H2_f0022.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,22,US/URS36_H2/HUS/1032.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",expert mask dilated by 1 px for visibility and painted over the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Dilation is for display only; metrics never use the dilated mask.
URS36_H2_f0022::sidebyside,visuals/ultrasound/real_human_lumbar/side_by_side/URS36_H2_f0022.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,22,US/URS36_H2/HUS/1032.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",three-panel composite: raw | expert label | overlay,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,
URS36_H2_f0006::raw,visuals/ultrasound/real_human_lumbar/raw/URS36_H2_f0006.png,A,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,6,US/URS36_H2/HUS/1004.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists","decoded from MetaImage, flipped vertically (source is bottom-up), cropped","cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),none (greyscale),original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Real human in-vivo transcutaneous lumbar ultrasound frame.
URS36_H2_f0006::label,visuals/ultrasound/real_human_lumbar/expert_labels/URS36_H2_f0006.png,B,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,6,US/URS36_H2/HUS/1004.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",label value 2 rendered white on black; flipped and cropped identically to the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),white on black,original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,"The source expert annotation, unmodified in content."
URS36_H2_f0006::overlay,visuals/ultrasound/real_human_lumbar/expert_overlays/URS36_H2_f0006.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,6,US/URS36_H2/HUS/1004.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",expert mask dilated by 1 px for visibility and painted over the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Dilation is for display only; metrics never use the dilated mask.
URS36_H2_f0006::sidebyside,visuals/ultrasound/real_human_lumbar/side_by_side/URS36_H2_f0006.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,6,US/URS36_H2/HUS/1004.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",three-panel composite: raw | expert label | overlay,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,
URS36_H2_f0237::raw,visuals/ultrasound/real_human_lumbar/raw/URS36_H2_f0237.png,A,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,237,US/URS36_H2/HUS/704.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists","decoded from MetaImage, flipped vertically (source is bottom-up), cropped","cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),none (greyscale),original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Real human in-vivo transcutaneous lumbar ultrasound frame.
URS36_H2_f0237::label,visuals/ultrasound/real_human_lumbar/expert_labels/URS36_H2_f0237.png,B,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,237,US/URS36_H2/HUS/704.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",label value 2 rendered white on black; flipped and cropped identically to the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),white on black,original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,"The source expert annotation, unmodified in content."
URS36_H2_f0237::overlay,visuals/ultrasound/real_human_lumbar/expert_overlays/URS36_H2_f0237.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,237,US/URS36_H2/HUS/704.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",expert mask dilated by 1 px for visibility and painted over the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Dilation is for display only; metrics never use the dilated mask.
URS36_H2_f0237::sidebyside,visuals/ultrasound/real_human_lumbar/side_by_side/URS36_H2_f0237.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,237,US/URS36_H2/HUS/704.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",three-panel composite: raw | expert label | overlay,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,
URS36_H2_f0105::raw,visuals/ultrasound/real_human_lumbar/raw/URS36_H2_f0105.png,A,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,105,US/URS36_H2/HUS/205.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists","decoded from MetaImage, flipped vertically (source is bottom-up), cropped","cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),none (greyscale),original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Real human in-vivo transcutaneous lumbar ultrasound frame.
URS36_H2_f0105::label,visuals/ultrasound/real_human_lumbar/expert_labels/URS36_H2_f0105.png,B,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,105,US/URS36_H2/HUS/205.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",label value 2 rendered white on black; flipped and cropped identically to the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),white on black,original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,"The source expert annotation, unmodified in content."
URS36_H2_f0105::overlay,visuals/ultrasound/real_human_lumbar/expert_overlays/URS36_H2_f0105.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,105,US/URS36_H2/HUS/205.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",expert mask dilated by 1 px for visibility and painted over the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Dilation is for display only; metrics never use the dilated mask.
URS36_H2_f0105::sidebyside,visuals/ultrasound/real_human_lumbar/side_by_side/URS36_H2_f0105.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS36,H2,HUS,handheld,105,US/URS36_H2/HUS/205.png,US/US_labels/URS36_H2.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",three-panel composite: raw | expert label | overlay,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,
URS40_H4_f0196::raw,visuals/ultrasound/real_human_lumbar/raw/URS40_H4_f0196.png,A,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS40,H4,HUS,handheld,196,US/URS40_H4/HUS/543.png,US/US_labels/URS40_H4.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists","decoded from MetaImage, flipped vertically (source is bottom-up), cropped","cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),none (greyscale),original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Real human in-vivo transcutaneous lumbar ultrasound frame.
URS40_H4_f0196::label,visuals/ultrasound/real_human_lumbar/expert_labels/URS40_H4_f0196.png,B,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS40,H4,HUS,handheld,196,US/URS40_H4/HUS/543.png,US/US_labels/URS40_H4.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",label value 2 rendered white on black; flipped and cropped identically to the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),white on black,original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,"The source expert annotation, unmodified in content."
URS40_H4_f0196::overlay,visuals/ultrasound/real_human_lumbar/expert_overlays/URS40_H4_f0196.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS40,H4,HUS,handheld,196,US/URS40_H4/HUS/543.png,US/US_labels/URS40_H4.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",expert mask dilated by 1 px for visibility and painted over the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Dilation is for display only; metrics never use the dilated mask.
URS40_H4_f0196::sidebyside,visuals/ultrasound/real_human_lumbar/side_by_side/URS40_H4_f0196.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS40,H4,HUS,handheld,196,US/URS40_H4/HUS/543.png,US/US_labels/URS40_H4.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",three-panel composite: raw | expert label | overlay,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,
URS40_H4_f0087::raw,visuals/ultrasound/real_human_lumbar/raw/URS40_H4_f0087.png,A,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS40,H4,HUS,handheld,87,US/URS40_H4/HUS/223.png,US/US_labels/URS40_H4.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists","decoded from MetaImage, flipped vertically (source is bottom-up), cropped","cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),none (greyscale),original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Real human in-vivo transcutaneous lumbar ultrasound frame.
URS40_H4_f0087::label,visuals/ultrasound/real_human_lumbar/expert_labels/URS40_H4_f0087.png,B,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS40,H4,HUS,handheld,87,US/URS40_H4/HUS/223.png,US/US_labels/URS40_H4.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",label value 2 rendered white on black; flipped and cropped identically to the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),white on black,original,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,"The source expert annotation, unmodified in content."
URS40_H4_f0087::overlay,visuals/ultrasound/real_human_lumbar/expert_overlays/URS40_H4_f0087.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS40,H4,HUS,handheld,87,US/URS40_H4/HUS/223.png,US/US_labels/URS40_H4.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",expert mask dilated by 1 px for visibility and painted over the frame,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,Dilation is for display only; metrics never use the dilated mask.
URS40_H4_f0087::sidebyside,visuals/ultrasound/real_human_lumbar/side_by_side/URS40_H4_f0087.png,D,KU Leuven / Balgrist lumbar spine ultrasound,doi:10.48804/3XPCAE,10.1038/s41597-025-06047-9,KU Leuven (Robot-Assisted Surgery) + Balgrist University Hospital / University of Zurich,CC-BY-4.0,URS40,H4,HUS,handheld,87,US/URS40_H4/HUS/223.png,US/US_labels/URS40_H4.zip,"binary pixel mask, thin contour (MetaImage .mhd/.raw, zlib)","EXPERT-ANNOTATED VISIBLE BONE SURFACE (label value 2 of {1,2}). NOT a puncture target, entry point, trajectory, interspace choice or safety window.","one physician (publication author N.A.C.), who also acquired the handheld scans","physician; single annotator, so NO inter-rater agreement exists",three-panel composite: raw | expert label | overlay,"cropped to the live ultrasound sector, rows 150-960 cols 530-960 of the 1920x1080 screen capture; removes scanner UI, depth ruler and the burned-in study/date banner",none (native sector resolution 810x430),red = expert bone surface,derived,"yes, with attribution (CC-BY-4.0)","yes, with attribution","Cavalcanti NA et al. A large, paired dataset of robotic and handheld lumbar spine ultrasound with ground-truth CT benchmarking. KU Leuven RDR, doi:10.48804/3XPCAE. Licensed CC-BY-4.0.",quantile,
