category,rank,pmid,pmcid,doi,title,authors_first,journal,year,pub_types,is_open_access,in_pmc,license,cited_by,abstract_snippet,europepmc_url,query
needle_ultrasound_tracking,12,17669707,,10.4158/ep.13.4.333,Utility of ultrasound-guided fine-needle aspiration of parathyroid adenomas for localization before minimally invasive parathyroidectomy,Abraham D,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists,2007,Controlled Clinical Trial|Journal Article,N,N,,40,<h4>Objective</h4>To determine the sensitivity and specificity of ultrasound (US)-guided fine-needle aspiration (FNA) and measurement of parathyroid hormone (PTH) in the aspirate (FNA/PTH) as a preoperative localization procedure.<h4>Methods</h4>The study group consisted of 34 consecutive patients with primary hyperparathyroidism. The FNA/PTH estimations in these patients were compared with those ,https://europepmc.org/article/MED/17669707,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,13,12607840,,10.1118/1.1538231,Automatic needle segmentation in three-dimensional ultrasound images using two orthogonal two-dimensional image projections,Ding M,Medical physics,2003,"Research Support, Non-U.S. Gov't|Validation Study|Evaluation Study|Journal Article",N,N,,35,"In this paper, we describe an algorithm to segment a needle from a three-dimensional (3D) ultrasound image by using two orthogonal two-dimensional (2D) image projections. Not only is the needle more conspicuous in a projected (volume-rendered) image, but its direction in 3D lies in the plane defined by the projection direction and the needle direction in the projected 2D image. Hence, using two su",https://europepmc.org/article/MED/12607840,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,14,10984243,,10.1118/1.1287437,An algorithm for automatic needle localization in ultrasound-guided breast biopsies,Draper KJ,Medical physics,2000,Journal Article,N,N,,35,"An algorithm was developed in order to reduce operator dependence in ultrasound-guided breast biopsy, by automatically locating the needle in the ultrasound image, and displaying its location on the image for the user. Ultrasound images of a typical breast biopsy needle inserted in a tissue-mimicking agar were obtained to test the algorithm. The resulting images were examined by a group of observe",https://europepmc.org/article/MED/10984243,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,15,16360402,,10.1016/j.surg.2005.08.030,Use of surgeon-performed office ultrasound and parathyroid fine needle aspiration for complex parathyroid localization,Stephen AE,Surgery,2005,Journal Article,N,N,,32,<h4>Background</h4>This study investigates the utility of ultrasound guided parathyroid fine needle aspiration (FNA) as a localizing technique in patients with hyperparathyroidism (HPT) undergoing re-operative neck surgery or with unusually appearing or ectopically located glands.<h4>Methods</h4>Selected patients with HPT underwent surgeon-performed FNA with ultrasound guidance. Aspirate contents ,https://europepmc.org/article/MED/16360402,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,16,19135552,,10.1016/j.cgh.2008.09.010,Endoscopic ultrasound fine-needle aspiration detection of extravascular migratory metastasis from a remotely located pancreatic cancer,Levy MJ,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,2009,Journal Article|Case Reports,N,N,,31,"<h4>Background & aims</h4>Tumor cell migration along the periphery of blood vessels to remote sites has been termed extravascular migratory metastasis, which is distinct from direct gross tumor infiltration of blood vessels and from intravascular dissemination. Our objective was to report the presence of malignant perivascular cuffing of the celiac axis in a patient with an apparently early T stag",https://europepmc.org/article/MED/19135552,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,17,21876563,,10.1038/ajg.2011.281,Detection of KRAS gene mutations in endoscopic ultrasound-guided fine-needle aspiration biopsy for improving pancreatic cancer diagnosis,Wang X,The American journal of gastroenterology,2011,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,30,<h4>Objectives</h4>Endoscopic ultrasound-guided fine-needle aspiration biopsy (EUS-FNAB) is a useful tool in the diagnosis of pancreatic masses. Genetic analysis of these samples could increase the sensitivity and specificity of diagnosis. This study aimed to evaluate the usefulness of a novel method for the detection of mutations in the KRAS (Kirsten rat sarcoma-2 virus) gene for the diagnosis of,https://europepmc.org/article/MED/21876563,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,18,32995981,,10.1007/s11548-020-02227-7,Enhancement of needle visualization and localization in ultrasound,Beigi P,International journal of computer assisted radiology and surgery,2021,Review|Journal Article,N,N,,29,"<h4>Purpose</h4>This scoping review covers needle visualization and localization techniques in ultrasound, where localization-based approaches mostly aim to compute the needle shaft (and tip) location while potentially enhancing its visibility too.<h4>Methods</h4>A literature review is conducted on the state-of-the-art techniques, which could be divided into five categories: (1) signal and image p",https://europepmc.org/article/MED/32995981,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,19,25063736,,10.1016/j.compmedimag.2014.06.016,Enhanced needle localization in ultrasound using beam steering and learning-based segmentation,Hatt CR,Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society,2015,Journal Article,N,N,,29,"Segmentation of needles in ultrasound images remains a challenging problem. In this paper, we introduce a machine learning-based method for needle segmentation in 2D beam-steered ultrasound images. We used a statistical boosting approach to train a pixel-wise classifier for needle segmentation. The Radon transform was then used to find the needle position and orientation from the segmented image. ",https://europepmc.org/article/MED/25063736,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,20,28623369,PMC5473903,10.1038/s41598-017-03886-4,Looking beyond the imaging plane: 3D needle tracking with a linear array ultrasound probe,Xia W,Scientific reports,2017,"Research Support, Non-U.S. Gov't|research-article|Journal Article",Y,Y,cc by,28,"Ultrasound is well suited for guiding many minimally invasive procedures, but its use is often precluded by the poor visibility of medical devices. When devices are not visible, they can damage critical structures, with life-threatening complications. Here, we developed the first ultrasound probe that comprises both focused and unfocused transducer elements to provide both 2D B-mode ultrasound ima",https://europepmc.org/article/MED/28623369,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,21,23090451,,10.1007/s12630-012-9809-2,Real-time ultrasound-guided spinal anesthesia using the SonixGPS® needle tracking system: a case report,Wong SW,Canadian journal of anaesthesia = Journal canadien d'anesthesie,2013,"Research Support, Non-U.S. Gov't|Journal Article|Case Reports",N,N,,28,"<h4>Purpose</h4>The SonixGPS® is an electromagnetic needle tracking system for ultrasound-guided needle intervention. Both current and predicted needle tip position are displayed on the ultrasound screen in real-time, facilitating needle-beam alignment and guidance to the target. This case report illustrates the use of the SonixGPS system for successful performance of real-time ultrasound-guided s",https://europepmc.org/article/MED/23090451,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,22,30763829,,10.1016/j.media.2019.02.002,Automatic needle detection and real-time Bi-planar needle visualization during 3D ultrasound scanning of the liver,Arif M,Medical image analysis,2019,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,27,"2D ultrasound (US) image guidance is used in minimally invasive procedures in the liver to visualize the target and the needle. Needle insertion using 2D ultrasound keeping the transducer position to view needle and reach target is challenging. Dedicated needle holders attached to the US transducer help to target in plane and at a specific angle. A drawback of this is that, the probe is fixed to t",https://europepmc.org/article/MED/30763829,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,23,28222486,,10.1111/iju.13306,Accuracy of real-time magnetic resonance imaging-transrectal ultrasound fusion image-guided transperineal target biopsy with needle tracking with a mechanical position-encoded stepper in detecting significant prostate cancer in biopsy-naïve men,Shoji S,International journal of urology : official journal of the Japanese Urological Association,2017,Comparative Study|Evaluation Study|Journal Article,N,N,,27,<h4>Objective</h4>To evaluate the accuracy of real-time elastic fusion image-guided transperineal prostate biopsy with needle tracking involving a mechanical position-encoded stepper in detecting clinically significant prostate cancer for biopsy-naïve men.<h4>Methods</h4>We prospectively recruited patients with serum prostate-specific antigen levels of 4.0-20 ng/mL and suspicious of prostate cance,https://europepmc.org/article/MED/28222486,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,24,24081726,,10.1177/0161734613502004,Automatic needle detection and tracking in 3D ultrasound using an ROI-based RANSAC and Kalman method,Zhao Y,Ultrasonic imaging,2013,Journal Article,N,N,,27,"This article proposes a robust technique for needle detection and tracking using three-dimensional ultrasound (3D US). It is difficult for radiologists to detect and follow the position of micro tools, such as biopsy needles, that are inserted in human tissues under 3D US guidance. To overcome this difficulty, we propose a method that automatically reduces the processed volume to a limited region ",https://europepmc.org/article/MED/24081726,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_ultrasound_tracking,25,29855770,PMC6132402,10.1007/s11548-018-1798-3,Robust and semantic needle detection in 3D ultrasound using orthogonal-plane convolutional neural networks,Pourtaherian A,International journal of computer assisted radiology and surgery,2018,research-article|Journal Article,Y,Y,cc by,26,"<h4>Purpose</h4>During needle interventions, successful automated detection of the needle immediately after insertion is necessary to allow the physician identify and correct any misalignment of the needle and the target at early stages, which reduces needle passes and improves health outcomes.<h4>Methods</h4>We present a novel approach to localize partially inserted needles in 3D ultrasound volum",https://europepmc.org/article/MED/29855770,(TITLE:needle) AND TITLE:ultrasound AND (TITLE:tracking OR TITLE:segmentation OR TITLE:detection OR TITLE:localization)
needle_guidance_robotic,1,23028210,PMC3460644,10.1109/mra.2011.942997,Robot-Assisted Needle Steering,Reed KB,IEEE robotics & automation magazine,2011,research-article|Journal Article,N,Y,,59,"Needle insertion is a critical aspect of many medical treatments, diagnostic methods, and scientific studies, and is considered to be one of the simplest and most minimally invasive medical procedures. Robot-assisted needle steering has the potential to improve the effectiveness of existing medical procedures and enable new ones by allowing increased accuracy through more dexterous control of the ",https://europepmc.org/article/MED/23028210,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,2,29628297,,10.1016/j.jvir.2018.01.002,Evaluation of a CT-Guided Robotic System for Precise Percutaneous Needle Insertion,Ben-David E,Journal of vascular and interventional radiology : JVIR,2018,Evaluation Study|Journal Article,N,N,,57,"<h4>Purpose</h4>To assess overall targeting accuracy for CT-guided needle insertion using prototype robotic system for common target sites.<h4>Materials and methods</h4>Using CT guidance, metallic (2 × 1 mm) targets were embedded in retroperitoneum (n = 8), kidneys (n = 8), and liver (n = 14) of 8 Yorkshire pigs (55-65 kg). Bronchial bifurcations were targeted in the lung (n = 13). CT datasets wer",https://europepmc.org/article/MED/29628297,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,3,25263213,PMC4376663,10.1002/jmri.24770,3T MR-guided in-bore transperineal prostate biopsy: A comparison of robotic and manual needle-guidance templates,Tilak G,Journal of magnetic resonance imaging : JMRI,2015,"Comparative Study|Research Support, Non-U.S. Gov't|research-article|Evaluation Study|Journal Article|Research Support, N.I.H., Extramural",N,Y,,54,<h4>Purpose</h4>To demonstrate the utility of a robotic needle-guidance template device as compared to a manual template for in-bore 3T transperineal magnetic resonance imaging (MRI)-guided prostate biopsy.<h4>Materials and methods</h4>This two-arm mixed retrospective-prospective study included 99 cases of targeted transperineal prostate biopsies. The biopsy needles were aimed at suspicious foci n,https://europepmc.org/article/MED/25263213,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,4,36127519,PMC9626422,10.1007/s00270-022-03267-z,Evaluation of a New CT-Guided Robotic System for Percutaneous Needle Insertion for Thermal Ablation of Liver Tumors: A Prospective Pilot Study,de Baère T,Cardiovascular and interventional radiology,2022,research-article|Journal Article,Y,Y,cc by,51,"<h4>Purpose</h4>To assess the feasibility and safety of a robotic system for percutaneous needle insertion during thermal ablation of liver tumors.<h4>Materials and methods</h4>This study analyzed the CT-guided percutaneous needle insertion using the EPIONE robotic device (Quantum Surgical, Montpellier, France) for radiofrequency or microwave liver ablation. The main criteria of the study were fea",https://europepmc.org/article/MED/36127519,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,6,15012012,,10.1088/0031-9155/49/3/007,An ultrasound-driven needle-insertion robot for percutaneous cholecystostomy,Hong J,Physics in medicine and biology,2004,"Comparative Study|Research Support, Non-U.S. Gov't|Validation Study|Evaluation Study|Journal Article",N,N,,48,"A real-time ultrasound-guided needle-insertion medical robot for percutaneous cholecystostomy has been developed. Image-guided interventions have become widely accepted because they are consistent with minimal invasiveness. However, organ or abnormality displacement due to involuntary patient motion may undesirably affect the intervention. The proposed instrument uses intraoperative images and mod",https://europepmc.org/article/MED/15012012,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,7,16870290,,10.1016/j.radonc.2006.06.013,A new robotic needle insertion method to minimise attendant prostate motion,Lagerburg V,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,2006,Journal Article,N,N,,38,<h4>Background and purpose</h4>The purpose of this study is to investigate the efficacy of a new needle insertion method (tapping instead of pushing) in reducing attendant tissue motion. This can be useful in applications where tissue motion due to needle insertion is problematic such as e.g. MRI-guided prostate brachytherapy and breast biopsies. In this study we will focus on prostate motion due ,https://europepmc.org/article/MED/16870290,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,8,28604237,,10.1148/radiol.2017162856,Robotically Driven CT-guided Needle Insertion: Preliminary Results in Phantom and Animal Experiments,Hiraki T,Radiology,2017,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,37,"Purpose To evaluate the accuracy of the remote-controlled robotic computed tomography (CT)-guided needle insertion in phantom and animal experiments. Materials and Methods In a phantom experiment, 18 robotic and manual insertions each were performed with 19-gauge needles by using CT fluoroscopic guidance for the evaluation of the equivalence of accuracy of insertion between the two groups with a 1",https://europepmc.org/article/MED/28604237,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,9,29439539,PMC5855056,10.3390/s18020561,"Force Modeling, Identification, and Feedback Control of Robot-Assisted Needle Insertion: A Survey of the Literature",Yang C,"Sensors (Basel, Switzerland)",2018,review-article|Review|Journal Article,Y,Y,cc by,36,"Robot-assisted surgery is of growing interest in the surgical and engineering communities. The use of robots allows surgery to be performed with precision using smaller instruments and incisions, resulting in shorter healing times. However, using current technology, an operator cannot directly feel the operation because the surgeon-instrument and instrument-tissue interaction force feedbacks are l",https://europepmc.org/article/MED/29439539,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,10,24953817,,10.3109/13645706.2014.928641,A robotic needle-positioning and guidance system for CT-guided puncture: Ex vivo results,Kettenbach J,Minimally invasive therapy & allied technologies : MITAT : official journal of the Society for Minimally Invasive Therapy,2014,Journal Article,N,N,,35,"<h4>Purpose</h4>To test the feasibility of a robotic needle-guidance platform during CT-guided puncture ex vivo.<h4>Material and methods</h4>Thin copper wires inserted into a torso phantom served as targets. The phantom was placed on a carbon plate and the robot-positioning unit (RPU) of the guidance platform (iSYS Medizintechnik GmbH, Kitzbuehel, Austria) was attached. Following CT imaging and au",https://europepmc.org/article/MED/24953817,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,12,19709957,,10.1109/tbme.2009.2030169,Ultrasound-guided robot for flexible needle steering,Neubach Z,IEEE transactions on bio-medical engineering,2010,Journal Article,N,N,,34,"The success rate of medical procedures involving needle insertion is often directly related to needle placement accuracy. Due to inherent limitations of commonly used freehand needle placement techniques, there is a need for a system providing for controlled needle steering for procedures that demand high positional accuracy. This paper describes a robotic system developed for flexible needle stee",https://europepmc.org/article/MED/19709957,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,13,12853517,,10.1378/chest.124.1.147,Usefulness of new automated cutting needle for tissue-core biopsy of lung nodules under CT fluoroscopic guidance,Yamagami T,Chest,2003,Journal Article,N,N,,34,"<h4>Objectives</h4>The goal of our study was to evaluate the efficacy and safety of a new type of automated cutting needle for tissue-core lung biopsy under real-time CT fluoroscopic guidance.<h4>Design</h4>Observational<h4>Materials and methods</h4>One hundred ten percutaneous needle tissue-core lung biopsies were performed with the Auto Surecut needle (Create Medic; Yokohama, Japan) under CT flu",https://europepmc.org/article/MED/12853517,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,14,31773299,PMC7033049,10.1007/s00330-019-06477-1,Robotic CT-guided out-of-plane needle insertion: comparison of angle accuracy with manual insertion in phantom and measurement of distance accuracy in animals,Komaki T,European radiology,2020,research-article|Journal Article,Y,Y,cc by,28,"<h4>Objectives</h4>To evaluate the accuracy of robotic CT-guided out-of-plane needle insertion in phantom and animal experiments.<h4>Methods</h4>A robotic system (Zerobot), developed at our institution, was used for needle insertion. In the phantom experiment, 12 robotic needle insertions into a phantom at various angles in the XY and YZ planes were performed, and the same insertions were manually",https://europepmc.org/article/MED/31773299,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,15,31444597,,10.1007/s00330-019-06409-z,Robotic needle insertion during computed tomography fluoroscopy-guided biopsy: prospective first-in-human feasibility trial,Hiraki T,European radiology,2020,Video-Audio Media|Journal Article|Observational Study,N,N,,28,"<h4>Introduction</h4>This was a prospective, first-in-human trial to evaluate the feasibility and safety of insertion of biopsy introducer needles with our robot during CT fluoroscopy-guided biopsy in humans.<h4>Materials and methods</h4>Eligible patients were adults with a lesion ≥ 10 mm in an extremity or the trunk requiring pathological diagnosis with CT fluoroscopy-guided biopsy. Patients in w",https://europepmc.org/article/MED/31444597,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,16,18315372,,10.1117/1.2837433,Automated algorithm for differentiation of human breast tissue using low coherence interferometry for fine needle aspiration biopsy guidance,Goldberg BD,Journal of biomedical optics,2008,"Research Support, Non-U.S. Gov't|Evaluation Study|Journal Article|Research Support, N.I.H., Extramural",N,N,,27,"Fine needle aspiration biopsy (FNAB) is a rapid and cost-effective method for obtaining a first-line diagnosis of a palpable mass of the breast. However, because it can be difficult to manually discriminate between adipose tissue and the fibroglandular tissue more likely to harbor disease, this technique is plagued by a high number of nondiagnostic tissue draws. We have developed a portable, low c",https://europepmc.org/article/MED/18315372,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,17,16785183,,10.1080/13645700600771645,Control of soft tissue deformation during robotic needle insertion,Abolhassani N,Minimally invasive therapy & allied technologies : MITAT : official journal of the Society for Minimally Invasive Therapy,2006,"Research Support, Non-U.S. Gov't|Journal Article",N,N,,27,"Accurate needle insertion into soft, inhomogeneous tissue is of practical interest because of its importance in percutaneous therapies. In procedures that involve multiple needle insertions such as transrectal ultrasound-guided prostate brachytherapy, it is important to reduce tissue deformation before puncture and during needle insertion. In order to reduce this deformation, we have studied the e",https://europepmc.org/article/MED/16785183,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,18,30573907,,10.18926/amo/56370,Zerobot®: A Remote-controlled Robot for Needle Insertion in CT-guided Interventional Radiology Developed at Okayama University,Hiraki T,Acta medica Okayama,2018,Review|Journal Article,N,N,,26,"Since 2012, we have been developing a remote-controlled robotic system (Zerobot®) for needle insertion during computed tomography (CT)-guided interventional procedures, such as ablation, biopsy, and drainage. The system was designed via a collaboration between the medical and engineering departments at Okayama University, including various risk control features. It consists of a robot with 6 degre",https://europepmc.org/article/MED/30573907,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,19,21698389,PMC3356244,10.1007/s11548-011-0598-9,Robotic system for MRI-guided prostate biopsy: feasibility of teleoperated needle insertion and ex vivo phantom study,Seifabadi R,International journal of computer assisted radiology and surgery,2012,"Research Support, Non-U.S. Gov't|research-article|Journal Article|Research Support, N.I.H., Extramural",N,Y,,26,<h4>Purpose</h4>Magnetic Resonance Imaging (MRI) combined with robotic assistance has the potential to improve on clinical outcomes of biopsy and local treatment of prostate cancer.<h4>Methods</h4>We report the workspace optimization and phantom evaluation of a five Degree of Freedom (DOF) parallel pneumatically actuated modular robot for MRI-guided prostate biopsy. To shorten procedure time and c,https://europepmc.org/article/MED/21698389,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,20,24464610,,10.1093/bja/aet440,"Comparison of success rates, learning curves, and inter-subject performance variability of robot-assisted and manual ultrasound-guided nerve block needle guidance in simulation",Morse J,British journal of anaesthesia,2014,Comparative Study|Journal Article,N,N,,25,"<h4>Background</h4>This study focuses on a recently developed robotic nerve block system and its impact on learning regional anaesthesia skills. We compared success rates, learning curves, performance times, and inter-subject performance variability of robot-assisted vs manual ultrasound (US)-guided nerve block needle guidance. The hypothesis of this study is that robot assistance will result in f",https://europepmc.org/article/MED/24464610,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,21,28218455,,10.1002/rcs.1809,Experimental evaluation of magnified haptic feedback for robot-assisted needle insertion and palpation,Meli L,The international journal of medical robotics + computer assisted surgery : MRCAS,2017,Journal Article,N,N,,24,"<h4>Background</h4>Haptic feedback has been proven to play a key role in enhancing the performance of teleoperated medical procedures. However, due to safety issues, commercially-available medical robots do not currently provide the clinician with haptic feedback.<h4>Methods</h4>This work presents the experimental evaluation of a teleoperation system for robot-assisted medical procedures able to p",https://europepmc.org/article/MED/28218455,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,22,35257224,PMC8901810,10.1186/s41747-022-00265-1,Robotic assistance for percutaneous needle insertion in the kidney: preclinical proof on a swine animal model,de Baere T,European radiology experimental,2022,"Research Support, Non-U.S. Gov't|research-article|Journal Article",Y,Y,cc by,23,"<h4>Background</h4>We evaluated the accuracy, safety, and feasibility of a computed tomography (CT)-guided robotic assistance system for percutaneous needle placement in the kidney.<h4>Methods</h4>Fiducials surgically implanted into the kidneys of two pigs were used as targets for subsequent robotically-assisted needle insertion. Robotically-assisted needle insertions and CT acquisitions were coor",https://europepmc.org/article/MED/35257224,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,23,31751219,PMC7365552,10.1109/tbme.2019.2954505,Optical Coherence Tomography Guided Robotic Needle Insertion for Deep Anterior Lamellar Keratoplasty,Draelos M,IEEE transactions on bio-medical engineering,2020,"Research Support, Non-U.S. Gov't|research-article|Journal Article|Research Support, N.I.H., Extramural",N,Y,,20,"<h4>Objective</h4>Deep anterior lamellar keratoplasty (DALK) significantly reduces the post-transplantation morbidity in patients eligible for partial-thickness cornea grafts. The popular ""big bubble"" technique for DALK is so challenging, however, that a significant fraction of corneal pneumodissection attempts fail for surgeons without extensive DALK-specific experience, even with previous-genera",https://europepmc.org/article/MED/31751219,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,24,19304081,,10.1016/j.jcrs.2008.10.059,Simple technique for graft insertion in Descemet-stripping (automated) endothelial keratoplasty using a 30-gauge needle,Balachandran C,Journal of cataract and refractive surgery,2009,Journal Article,N,N,,20,"We describe a needle insertion technique for graft insertion in Descemet-stripping (automated) endothelial keratoplasty (DSEK/DSAEK). A folded donor posterior corneal disk is inserted through a 5.0 mm scleral tunnel incision over a plastic glide using a 30-gauge needle. The technique enables safe and easy graft insertion without vertical or horizontal compression of the donor tissue, causing minim",https://europepmc.org/article/MED/19304081,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
needle_guidance_robotic,25,21339851,PMC3040792,10.1109/robot.2010.5509873,Evaluation of Robotic Needle Steering in ex vivo Tissue,Majewicz A,IEEE International Conference on Robotics and Automation : ICRA : [proceedings]. IEEE International Conference on Robotics and Automation,2010,research-article|Journal Article,N,Y,,17,"Insertion velocity, tip asymmetry, and shaft diameter may influence steerable needle insertion paths in soft tissue. In this paper we examine the effects of these variables on needle paths in ex vivo goat liver, and demonstrate practical applications of robotic needle steering for ablation, biopsy, and brachytherapy. All experiments were performed using a new portable needle steering robot that st",https://europepmc.org/article/MED/21339851,(TITLE:needle) AND (TITLE:robot* OR TITLE:automated) AND (TITLE:insertion OR TITLE:guidance OR TITLE:steering)
ar_navigation_lp,1,28350944,,10.1093/neuros/nyw077,Navigation and Robotics in Spinal Surgery: Where Are We Now?,Overley SC,Neurosurgery,2017,Review|Journal Article,N,N,,211,"Spine surgery has experienced much technological innovation over the past several decades. The field has seen advancements in operative techniques, implants and biologics, and equipment such as computer-assisted navigation and surgical robotics. With the arrival of real-time image guidance and navigation capabilities along with the computing ability to process and reconstruct these data into an in",https://europepmc.org/article/MED/28350944,"(TITLE:""augmented reality"" OR TITLE:""mixed reality"" OR TITLE:navigation) AND (TITLE:""lumbar puncture"" OR TITLE:epidural OR TITLE:spinal)"
ar_navigation_lp,2,24580004,,10.3171/2014.1.focus13516,Intraoperative image-guided spinal navigation: technical pitfalls and their avoidance,Rahmathulla G,Neurosurgical focus,2014,Review|Journal Article,N,N,,144,"Spinal instrumentation has made significant advances in the last two decades, with transpedicular constructs now widely used in spinal fixation. Pedicle screw constructs are routinely used in thoracolumbar-instrumented fusions, and in recent years, the cervical spine as well. Three-column fixations with pedicle screws provide the most rigid form of posterior stabilization. Surgical landmarks and f",https://europepmc.org/article/MED/24580004,"(TITLE:""augmented reality"" OR TITLE:""mixed reality"" OR TITLE:navigation) AND (TITLE:""lumbar puncture"" OR TITLE:epidural OR TITLE:spinal)"
